"","Name","Region","State.Abbreviation","County.FIPS.Code","Population","Premature.death","Life.expectancy","Child.mortality","Poor.or.fair.health","Unemployment","Income.inequality","Median.income","Homeownership","Food.insecurity","Severe.housing.problems","School.funding.adequacy","High.school.completion","Reading.scores","Free.or.reduced.lunch.eligibility","Adult.smoking","Excessive.drinking","Physical.inactivity","Adult.obesity","Uninsured","Uninsured.children","Primary.care.physicians","Not.proficient.in.English","Rural"
"654","Macoupin County","Midwest","IL",117,44567,8154.150603,76.71353233,6041978.617,17.8,6.8854831,4.407876811,53312,75.2866448,11.7,10.7085775,185918.3686,91.5567857,3.025818778,50.2661992,20.4,23.2285364,27,36.6,6.6806615,3.4836066,0.000244847,0.2144172,58.513556
"655","Madison County","Midwest","IL",119,262635,8622.681438,76.28864375,4916356.675,16.5,7.7457931,4.574053768,63903,72.3275139,10.8,13.1406228,591681.095,92.7106668,3.074174045,43.3711003,18.8,24.2970258,25.9,37.7,6.431162,2.7100776,0.000460136,0.4476768,13.3406615
"656","Marion County","Midwest","IL",121,37045,11371.13418,73.62483353,7492147.653,20,9.2964824,4.466679261,52019,74.5504155,13.8,12.1897581,-295318.6451,89.4570032,2.92239648,63.7301587,21.8,21.505668,29.3,37.1,7.0209571,3.1546463,0.000295659,0.2105084,45.0566727
"657","Marshall County","Midwest","IL",123,11309,7939.644026,77.22335398,6075334.143,16.8,7.3746313,4.550561299,54022,80.5973182,10.1,9.1930541,360586.75,92.3857262,3.289635621,45.0832886,19.4,23.5940939,26.2,34.8,6.6219032,4.4463087,8.74279e-05,0.1921669,100
"658","Mason County","Midwest","IL",125,13173,9742.585628,75.12651744,3744717.274,19,8.045977,4.34617613,53503,77.5223931,12.9,10.0414938,215443.8667,89.1057741,2.825598803,45.9319845,21.7,22.4978019,28.9,35.8,6.870974,3.577692,0.000224568,0,77.4853402
"659","Massac County","Midwest","IL",127,13636,10592.22554,74.82403683,8185315.544,20.2,9.9741888,4.854675371,49054,77.0599751,14.3,12.81198,376179.1,88.7122417,3.076648677,63.5366389,21.8,22.3457838,29.8,36.7,7.1328541,3.5456336,0.000145222,0.0376818,50.5087822
"660","Menard County","Midwest","IL",129,12068,6499.984421,79.93462198,4905581.975,15.4,6.4087855,3.363316279,69749,78.6413356,9.7,8.4615385,58770.93333,95.2463367,3.1656269,34.9102773,18,23.6922438,24.5,34.2,5.7993408,3.3588901,0.000327976,0.1381335,75.6946084
"661","Mercer County","Midwest","IL",131,15225,6406.81477,78.07672111,8399511.301,16.5,8.0244505,3.900069984,62857,78.709279,10.1,9.5849057,633093,92.2218221,2.912315603,34.8292683,19.4,23.7331397,26.4,34.9,6.3778279,3.5798817,6.47794e-05,0.3951223,77.7595229
"662","Monroe County","Midwest","IL",133,34739,5100.390166,80.67358864,2110780.813,12.8,5.5640161,3.938203678,90880,84.8998232,6.3,10.2996255,643681.1333,95.811347,3.725616885,16.6795966,15.3,25.8053105,21.2,31.4,3.8443936,2.2699082,0.000375321,0.4617232,41.3599539
"663","Montgomery County","Midwest","IL",135,28045,9457.118036,76.12879898,6534239.415,19.5,8.7138741,5.061056188,59497,76.3835098,13,10.0088183,103321.38,88.0543291,2.930142753,48.9815951,21.3,22.458488,29.2,38.9,7.0037197,3.4907598,0.000422327,0.1955864,41.6223758
"664","Morgan County","Midwest","IL",137,33400,8246.814671,76.6816736,6265418.804,18.6,6.8607069,4.625497296,54764,69.4837758,12.1,12.5135233,301597.018,89.8108757,3.244752616,51.3613861,20.7,22.6075585,28.2,35.7,6.0718711,2.8905289,0.000445659,0.4621158,36.2280924
"665","Moultrie County","Midwest","IL",139,14347,6445.28993,77.0523103,5762692.33,17.6,5.0329128,3.700723742,61022,76.1873242,8.6,11.0829103,376976.05,86.0344301,3.05707256,47.6135041,20.4,23.6016508,26.9,34.5,8.5825411,4.6974522,0.000344804,0.1909098,69.2375051
"666","Ogle County","Midwest","IL",141,50306,6748.867953,78.49068709,3740867.881,17.2,8.1205248,3.833471646,71470,71.874851,9.9,12.2009569,470457.0886,90.4175589,2.997132683,34.7942339,18.1,23.2466745,26.2,35.4,7.1983861,4.4150299,0.000631874,2.0794305,47.0998374
"667","Peoria County","Midwest","IL",143,177652,9001.956647,76.77330995,6737281.185,17.9,10.3580135,5.159528415,53506,65.092017,11.4,13.5542578,126668.4141,91.8043806,2.783152277,54.4772907,17.7,19.7966676,26.8,39.3,7.2629778,3.6726878,0.001311538,0.8854491,14.6455114
"668","Perry County","Midwest","IL",145,20664,7538.911488,77.29359757,4701048.16,20.6,9.4279007,5.405696271,55132,73.7417686,13.1,11.2312312,-104988.602,83.2481656,2.962448701,49.7273719,22.1,22.3897657,30.4,39.5,6.939759,3.6196911,0.000478103,0.1298766,43.6420582
"669","Piatt County","Midwest","IL",147,16355,5243.085239,80.03635343,3433992.231,14.4,5.3533444,3.538662908,69521,82.3242043,7.8,7.1641791,426720.65,93.7991191,3.33073348,30.7517084,17.1,24.665223,23.7,32.4,5.6798229,3.4874505,0.000550661,0.2523782,67.6609481
"670","Pike County","Midwest","IL",149,15239,8155.903699,76.49235973,9372071.228,19.4,5.9973345,4.815142375,48815,79.3863854,11.9,9.8084291,58913.8,89.6786042,3.005690805,56.080234,21.7,22.1897254,29.1,36.5,7.7149836,3.9766407,0.000578369,0.2055639,72.3067559
"671","Pope County","Midwest","IL",151,4142,11680.14066,79.11496247,6485234.511,19.6,7.9123555,6.641221374,49071,79.4808405,14.7,8.2066869,-91481.15,88.8035451,2.655783579,57.7689243,21.8,22.7663016,29.1,36.3,8.4073821,4.1742287,0.000584124,0,100
"672","Pulaski County","Midwest","IL",153,5201,10744.78326,74.00717114,7152223.149,24.2,11.6515837,4.566066544,40481,74.5853659,14.7,13.3333333,-554620.5,89.6354167,2.173046399,78.9663462,23.7,19.1176744,34.3,41.9,8.4486166,4.1594454,0.000676619,0.0390625,100
"673","Putnam County","Midwest","IL",155,5716,6961.358692,80.81537604,5337593.592,16,8.2936778,3.693226023,70070,81.1498973,9.5,7.9331942,603265.2,93.0083234,2.931243332,35.3080569,18.2,24.0806039,25.3,34.5,6.2784349,4.25,0.000174246,0.3876685,100
"674","Randolph County","Midwest","IL",157,31351,8262.07331,77.02689043,6546912.722,20.4,7.1054926,4.192036207,56867,73.4456711,10.8,6.8210526,81795.41667,84.7990707,2.966069135,49.6097561,21.7,22.6838467,30.1,38.4,6.564773,3.315095,0.000471965,0.4247473,42.6424901
"675","Richland County","Midwest","IL",159,15507,8262.300618,76.71875107,4558969.277,18.6,6.7644662,4.069652547,56900,73.1729738,13.1,9.5679012,343572.9,90.9646244,2.851971275,49.852383,20.7,22.5365098,27.8,36.5,7.6503635,3.9319576,0.000580159,1.5562078,43.4670116
"676","Rock Island County","Midwest","IL",161,140907,7527.069107,77.41156714,5262703.144,18.2,9.3912791,4.416891136,58022,67.9277971,10.9,13.7076043,-20089.80556,88.8598614,2.647004851,59.2921952,18.7,20.8484829,27,34.8,8.0860466,4.0908244,0.000507475,2.0819337,10.9199843
"677","St. Clair County","Midwest","IL",163,258046,10086.05228,75.61801183,7848196.969,18.9,9.0439855,5.357672873,61863,65.868624,10.6,14.7188667,-33354.02677,91.6935561,2.911138932,53.2911756,18.4,21.766093,30,37.9,7.1714941,3.367579,0.000627681,0.6452958,9.7546435
"678","Saline County","Midwest","IL",165,23182,11303.4529,73.23211119,9815469.179,20.8,9.7440738,5.143658425,45793,74.2504931,16.2,14.05,-239760.275,87.3994481,2.884472695,57.7164366,22.4,21.4415058,30.4,38.6,7.5369676,3.4947885,0.000638542,0.3318683,43.6639506
"679","Sangamon County","Midwest","IL",167,193882,7883.456643,77.70220794,5891900.947,16.7,8.2100569,4.653603428,60541,69.9951245,11.2,13.6445135,220938.45,92.5040329,2.883828465,41.8691331,17.5,23.8140996,26.1,35.9,6.4904522,3.060235,0.001191748,0.4824692,14.1265541
"680","Schuyler County","Midwest","IL",169,6738,8874.945349,76.38870601,6610333.323,18.7,6.1740243,3.456869248,53686,76.8864469,14.2,5.2910053,-420411.9,91.0388128,2.598001693,49.3110236,20.7,22.7062118,28.1,36.2,7.3151751,3.6776213,0.000147754,0.7828967,57.6352068
"681","Scott County","Midwest","IL",171,4950,6660.412304,78.08115599,3459663.469,17.6,6.5985526,4.119900402,59285,82.5139382,11.3,8.6734694,59404.15,93.8986846,2.4236857,47.8941035,20.7,22.8400499,27.6,35.3,5.6955645,3.3976125,0.000676619,0.3588769,100
"682","Shelby County","Midwest","IL",173,21299,6661.397651,79.28334077,5998473.116,17.6,6.4352574,3.771391986,64508,80.2576982,10.1,9.777295,232525.8968,93.3750081,3.395927966,43.6743674,20.8,23.4628698,27.8,35.8,6.075643,3.4886194,0.000323565,0.0979,77.7310737
"683","Stark County","Midwest","IL",175,5262,8332.879341,76.14909807,5924872.615,18.5,7.2903498,4.38644311,54219,80.2517361,12.3,9.8039216,94940.4,89.4764262,3.047491601,44.549763,21,22.4817213,28.7,36.1,7.1585634,4.2158516,0.000187196,0.1177163,100
"684","Stephenson County","Midwest","IL",177,43831,8224.188576,77.78115239,5257347.143,18.3,7.3249313,4.750689438,57952,69.8647485,11.4,11.8052014,550036.26,92.0564427,2.707447931,51.4581673,19.4,22.7696999,28.4,37.3,6.5729235,3.0961997,0.000426986,0.284495,40.0934795
"685","Tazewell County","Midwest","IL",179,130777,6820.990296,78.25332429,4356057.433,15.7,8.1143005,3.919075903,69874,76.3653536,9.3,8.6056944,369143.3577,93.1699283,3.059409168,36.1950927,18,22.6790314,24.2,32.7,5.5056995,2.8493542,0.000477986,0.3505514,20.4181869
"686","Union County","Midwest","IL",181,16498,9240.748772,75.15375272,4178854.994,19.9,8.0923248,4.768847864,55736,77.9979451,14.1,12.143928,-96795.38057,89.2014519,2.919907745,56.0311284,20.9,21.6300329,29.5,36.5,8.3649601,4.1886269,0.000720591,0.4084967,65.8692722
"687","Vermilion County","Midwest","IL",183,74855,10716.44496,74.55210144,7661127.439,21.2,8.8224448,4.554949376,49678,70.8219134,13.2,12.2193714,217655.6752,89.6332621,2.68381148,62.3736336,21.7,21.0506065,31.1,39.1,6.6055964,2.8742648,0.000382798,0.5363536,31.2563553
"688","Wabash County","Midwest","IL",185,11190,7622.398343,78.58687406,5926128.529,17.5,8.324589,4.960060618,56190,80.4811716,11.6,9.2951992,-70800.6,91.6348874,2.770522881,52.8279182,19.5,23.0157382,27,35.8,6.7318374,3.8109756,0.000434028,0.8573292,38.8967942
"689","Warren County","Midwest","IL",187,16696,7880.435857,76.64386085,7462686.567,18.6,6.1595547,3.738567442,57964,75.4161143,10.7,10.9118087,556435.3,88.0086424,2.728909908,52.4108004,18.7,21.9057413,28,36.7,8.476747,4.5235546,0.000415578,1.3223553,45.479189
"690","Washington County","Midwest","IL",189,13764,6343.37968,79.42011828,4788857.924,15.4,5.2631579,3.775419224,69386,78.8538206,8,9.3723849,-9068.46,91.6427653,3.284679182,36.2068966,18.3,24.556303,24.6,33.7,5.5952381,3.4791253,0.00014402,0.3488549,73.6477304
"691","Wayne County","Midwest","IL",191,16031,8860.206633,76.50705738,7458638.46,18.8,8.3149375,3.982313961,49649,76.7360135,12.5,9.8939929,-162241.9914,87.4501301,3.316351498,44.5744252,21.5,22.4909615,28.6,36.5,8.426607,4.0882195,0.000431699,0.7199424,69.9343675
"692","White County","Midwest","IL",193,13364,9125.331935,74.78991575,6445635.097,18.8,7.5932866,4.724922657,46080,79.884106,12.4,10.6085526,-42326.62667,90.8585297,3.002447192,55.9519038,21.5,22.156417,28.3,36.3,7.1524064,3.7085658,0.000295486,0.0694123,62.0320491
"693","Whiteside County","Midwest","IL",195,54656,7282.19454,77.60591784,5759065.386,18.4,7.9933509,4.041274577,64413,74.3336921,10.2,9.3381881,403650.2213,91.3491536,3.238059306,50.0280175,18.6,23.6580315,27,35.9,6.7698712,3.4335799,0.000561849,0.8527486,37.343157
"694","Will County","Midwest","IL",197,688726,6107.157766,79.20164516,4135758.472,15.8,9.4593927,3.853948967,90349,81.3795478,5.6,13.5044986,595750.9027,91.5472332,3.125703575,37.0391531,14.2,20.5721016,26.2,32.7,6.8805236,3.0022496,0.000541446,2.997894,3.9293937
"695","Williamson County","Midwest","IL",199,66415,7378.534365,77.28375022,6359464.43,17.5,8.6861383,4.814136487,59174,70.5587572,12.7,11.8124769,-7344.3384,92.3917824,3.157887764,50.4120213,19.4,22.0746231,28.1,36.2,6.7446874,3.1842407,0.000885926,0.5298896,34.7981374
"696","Winnebago County","Midwest","IL",201,281295,9701.423584,76.16636963,6917328.475,20.2,11.4217105,4.631869307,54971,65.5422915,12.1,14.9986912,569760.5636,87.8149047,2.527458409,55.1444184,18.3,21.5580443,30.6,38,8.1143605,3.4500178,0.000750251,2.0528974,7.9142197
"697","Woodford County","Midwest","IL",203,38091,6639.818668,79.13371354,6757669.955,13.9,6.0792805,4.087732428,72980,80.5828556,7.7,8.8911775,542944.2889,94.5298685,3.327807742,25.9259259,16.3,24.1576016,22.8,32,5.6634987,3.9319432,0.000494033,0.1548715,54.8856818
"698","Adams County","Midwest","IN",1,35839,7838.283772,77.91716886,8292617.329,22.9,5.5750999,3.567718631,58602,77.8372762,12.7,17.3547094,-51105.11667,85.0143145,2.968854401,38.011965,24.2,18.5391574,35.9,37,14.3016157,12.1854654,0.000391313,1.207025,53.6743537
"699","Allen County","Midwest","IN",3,382187,8470.614209,76.64779534,5919744.805,19.4,7.6778783,4.109466424,61039,68.643186,11.7,11.6236934,159173.03,89.9021352,3.106149185,48.2382822,19.5,17.9855136,28.8,38,10.5604575,6.3703464,0.000722385,1.9668713,11.8796946
"700","Bartholomew County","Midwest","IN",5,84447,7592.068946,77.97686739,4923682.915,18.2,6.4540432,4.285611251,70545,70.908347,12.1,12.7565519,127953.442,90.0439084,3.113527848,43.0213861,19.2,16.8691538,28.9,36,9.836042,7.8489792,0.000728106,1.2259532,33.7031539
"701","Benton County","Midwest","IN",7,8741,8792.219937,76.7685664,6575952.249,21.4,5.1780694,3.927148478,59663,74.1193595,13.5,11.7474303,18306.35,89.5015364,3.109259993,47.8336222,22.6,17.1909857,32.5,37.1,11.4945767,8.2253017,0.000228624,0.4932183,100
"702","Blackford County","Midwest","IN",9,11782,10189.98733,75.01859058,7335763.54,21.7,7.9569001,4.569392881,49105,72.0078355,14.5,10.8133971,-30630.18,91.0748106,3.100925629,58.9058524,24.8,17.5608115,34.3,36.5,9.8690053,6.4241486,0.000680388,0.097371,50.610998
"703","Boone County","Midwest","IN",11,69347,6470.39384,78.2323728,3814583.01,14.1,4.2769629,4.236454916,92302,78.5880257,8.6,9.819436,326728.1,94.5802578,3.525032338,19.0388907,15.7,20.4640413,24.5,31.5,7.1193234,5.5239425,0.002152028,0.9047962,34.4050141
"704","Brown County","Midwest","IN",13,15112,8159.011626,78.2654813,5861828.332,17.6,6.6860465,4.490768136,70930,85.3578154,10.8,13.3716161,124456.6,93.3640633,3.284411893,47.8471475,19.9,19.0623617,28.5,33.7,10.4939372,8.900331,0.000397562,0.351894,100
"705","Carroll County","Midwest","IN",15,20228,6177.924273,80.27445255,5625246.105,19.8,6.0358215,4.05343224,62388,79.2441216,11.3,8.248731,337204.05,88.0192485,3.245127882,48.1586402,21.3,17.5577333,31.4,36,10.6679898,8.9688042,0.000148097,0.2988361,81.4041181
"706","Cass County","Midwest","IN",17,37388,9430.905507,75.76397116,8669267.447,23.4,6.7859381,4.203302516,50419,73.4314381,13,11.8308899,140544.3733,85.2472919,2.956588372,56.286808,22.6,16.4300935,35.5,38.4,14.1303986,9.2205105,0.000397994,3.3165206,44.6671457
"707","Clark County","Midwest","IN",19,119266,10021.91861,74.86877134,5767667.026,20.2,7.2164611,3.669308032,65555,72.5901741,11.4,10.4009034,-95257.41,90.2322497,3.150430551,49.470191,20.8,15.7238608,33.6,36.9,8.8921001,5.6928867,0.000405741,0.9725754,20.514914
"708","Clay County","Midwest","IN",21,26246,9141.043165,75.61292113,8303923.604,19.8,6.6462882,3.560186975,56422,78.3432179,13.5,8.753568,42908.5,90.7813872,3.392468507,53.4653465,23.1,18.1809292,32.9,35.8,8.7797058,6.0665362,0.000419447,0.4543426,60.8888063
"709","Clinton County","Midwest","IN",23,32206,9035.335031,75.82891856,6498109.641,22.6,5.5809807,3.566379613,59503,70.0839921,11.8,10.0791337,192832.525,86.7550606,3.013865314,58.4761905,21.1,16.4249994,34.1,38.8,11.8464268,8.1708021,0.000154326,3.6578447,49.7832892
"710","Crawford County","Midwest","IN",25,10629,11882.55299,74.23345682,7230657.99,24.9,7.0736234,3.952926209,46884,82.1957736,16.1,9.9616858,-273256.5,82.7553763,3.124498413,60.3823336,26.9,17.366173,36.3,38.1,12.4505692,8.7756849,0.000584124,0.0702882,100
"711","Daviess County","Midwest","IN",27,33505,7361.243901,76.43905678,4606172.271,23.6,3.8249713,4.878117476,53101,70.3276378,12,13.0091984,-78603.4,75.9744347,3.255894927,50.8445214,24.7,16.7159785,35.7,39,18.8444924,15.725327,0.000449762,1.7219409,60.2818504
"712","Dearborn County","Midwest","IN",29,49824,7817.087408,77.31448096,4299031.587,18,6.9061212,4.386216483,73459,81.3527673,10.9,11.7158177,190484.7307,90.269253,3.311447769,33.0719979,21.8,18.7364658,28.6,33.1,8.2843918,5.8823529,0.000465041,0.1998597,53.0581254
"713","Decatur County","Midwest","IN",31,26584,8469.558236,75.81912016,5444716.68,19.4,7.4691854,3.600562832,61561,70.4130456,12.5,9.8800959,179388.65,91.6759839,3.465304017,49.9754902,21.9,17.9247925,30.1,36.4,8.9029769,6.9208391,0.00056478,0.0925218,53.7956488
"714","De Kalb County","Midwest","IN",33,43670,8333.785544,76.36067846,5976714.72,19.2,6.8954603,3.520680682,62411,79.2001893,11.8,7.8618225,513967.8575,91.0232288,2.921149018,43.6496762,21.8,18.4464642,31,36.8,9.2039525,6.9672511,0.000483036,0.262188,42.2992208
"715","Delaware County","Midwest","IN",35,113454,10901.98189,74.17814361,7896909.437,22.1,7.3056837,4.712479501,46612,64.457883,15.7,16.0004345,93925.91429,90.2143942,3.060588498,50.9283136,22.5,19.4100183,31.6,39,10.3338707,5.7567451,0.001095194,0.3032503,22.8119078
"716","Dubois County","Midwest","IN",37,42542,5605.907952,79.18789416,4116322.429,18.2,4.5408276,3.880647616,64120,78.6292014,10,9.6374622,233256.77,89.3845461,3.351329322,34.7103978,19.5,17.9578252,29.3,34.8,8.6816813,6.7688614,0.000818982,1.1405408,49.246819
"717","Elkhart County","Midwest","IN",39,206161,7319.243919,78.051109,6413261.741,22.1,7.5470161,4.04658066,66801,70.4292308,11.3,12.3323656,138641.4786,81.1244764,2.94862594,53.6967679,19.8,14.0087909,32,35.8,15.0941642,12.2492664,0.000513713,2.6610297,20.5872676
"718","Fayette County","Midwest","IN",41,22892,13348.69357,72.34523296,7467516.304,23.5,9.867728,4.296636951,53616,69.0274623,16.6,13.0094044,310195.7,83.4623723,2.889248946,55.0594375,26.1,16.9837365,35.9,38.2,9.8283499,6.4117647,0.000562722,0.6814544,36.7837871
"719","Floyd County","Midwest","IN",43,78936,9457.516228,75.28349293,4808848.281,18,6.4998905,4.341329421,70610,74.3302351,11.2,10.2367569,82491.8,90.9591283,3.217524724,39.8889705,19.2,18.3235178,28.4,33.6,8.0236577,5.6806467,0.000636764,0.3530534,20.3277106
"720","Fountain County","Midwest","IN",45,16511,9846.732249,74.7609204,6949270.327,19.9,6.5144479,4.043507214,55627,74.1621312,13.2,10.4062723,35242.70333,88.7208297,3.345254798,45.0116009,22.5,17.8533127,32.7,35,9.5057622,6.297919,0.000183531,0.6579372,65.9512761
"721","Franklin County","Midwest","IN",47,22761,8705.452089,77.39662417,4795473.073,19.1,5.8740018,4.161779134,71828,81.4706214,10.6,7.7186964,472673.65,88.6836028,3.115594082,40.7721556,22.3,19.6761307,29.9,34.3,9.3297151,7.4995427,0.00070305,0.8833427,88.8595313
"722","Fulton County","Midwest","IN",49,20018,10646.12078,74.73886917,9003760.394,19.8,6.6115703,3.941905978,55895,76.25,12.8,8.4971465,100076.735,86.9033844,2.933535394,49.735263,21.7,17.9580491,31.1,34.5,12.6494969,8.9371476,0.000450586,0.818757,64.9212901
"723","Gibson County","Midwest","IN",51,33825,7814.447145,76.95456865,4407227.854,18.6,6.1677842,3.849204892,59074,75.4409269,11.1,9.5130238,-127767.02,92.4203989,3.111033964,39.897541,21.6,19.0409669,30.7,34.8,7.7154935,5.4165655,0.000356517,0.4521739,53.6190789
"724","Grant County","Midwest","IN",53,65225,12288.53569,73.2115231,9138930.014,22.9,6.3296759,4.354388455,49788,69.5754016,15.7,12.5382848,56135.95,88,2.955795196,59.1051498,23.2,16.4543533,33.2,39.7,9.8109139,5.606731,0.000425733,0.1508005,28.9133755
"725","Greene County","Midwest","IN",55,32203,9043.418549,75.74999917,6430868.167,20.8,6.1972256,4.140790257,55213,78.433939,14.2,13.4870993,128769.442,88.0335899,3.283335397,46.9609856,23.1,18.0103575,33.4,35.6,10.4534852,6.7388858,0.000313264,0.4434517,74.843962
"726","Hamilton County","Midwest","IN",57,344238,4211.563276,81.56538307,2992270.434,11.9,4.6584581,3.707328509,96359,76.6994946,7.5,8.5057275,382429.8467,97.1257663,3.61192275,16.8115524,12.5,18.2007418,20.8,26.3,5.991082,4.6510657,0.001417114,1.1847743,5.6353776
"727","Hancock County","Midwest","IN",59,79553,6250.074903,78.956463,3049710.278,16.4,5.6462602,3.462714392,77916,80.0992338,9.5,8.559277,276689.2,93.0275576,3.401305252,28.824465,17.8,18.4124046,27.4,36.7,7.2441812,5.2367513,0.000831542,0.6826175,30.446273
"728","Harrison County","Midwest","IN",61,40682,8857.552905,76.94148665,3602305.476,18.8,6.2795612,3.696950422,62082,83.1292143,12.2,8.5361673,213233.3333,89.7887945,3.271890432,44.7553592,22.4,18.6655535,30.3,36.2,9.0514362,6.8011156,0.00044428,0.2030912,85.8474749
"729","Hendricks County","Midwest","IN",63,173251,5571.03943,79.21625853,3221341.987,15.2,5.0354642,3.249448327,86905,78.4104665,8.1,8.7551653,349052.6,94.283199,3.698118106,28.2753946,16.5,18.2972275,25.5,30,7.6673341,5.7257501,0.000499087,0.6052275,17.8469281
"730","Henry County","Midwest","IN",65,48033,9780.628982,75.18784574,4322839.852,21.1,6.5947133,3.959038592,54002,74.4330233,14.4,10.5649104,132630.042,90.2446127,3.287947079,47.6114186,23.9,18.2074047,32.7,37.2,8.9960112,5.6458083,0.000437755,0.1486826,42.8551211
